Ano;Mês;Nome do Mês;Trimestre;Dia;AnoMesNum;Semestre;Dia da Semana;Data;AnoSemestre;SemanaAno;SemanaMes;Nome do Semestre;Nome do Trimestre;Nome do Mês Abv;Nome da Semana Ano;Nome da Semana Mes;AnoMes
2009;6;Junho;2;8;200906;1;Segunda-Feira;08/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
2009;6;Junho;2;9;200906;1;Terça-Feira;09/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
2009;6;Junho;2;10;200906;1;Quarta-Feira;10/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
2009;6;Junho;2;11;200906;1;Quinta-Feira;11/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
2009;6;Junho;2;12;200906;1;Sexta-Feira;12/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
2009;6;Junho;2;13;200906;1;Sábado;13/06/2009;200901;24;2;S1;2º TRI;Jun;W24/09;W2;Jun/09
2009;7;Julho;3;5;200907;2;Domingo;05/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;7;Julho;3;6;200907;2;Segunda-Feira;06/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;7;Julho;3;7;200907;2;Terça-Feira;07/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;7;Julho;3;8;200907;2;Quarta-Feira;08/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;7;Julho;3;9;200907;2;Quinta-Feira;09/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;7;Julho;3;10;200907;2;Sexta-Feira;10/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;7;Julho;3;11;200907;2;Sábado;11/07/2009;200902;28;2;S2;3º TRI;Jul;W28/09;W2;Jul/09
2009;8;Agosto;3;2;200908;2;Domingo;02/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;8;Agosto;3;3;200908;2;Segunda-Feira;03/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;8;Agosto;3;4;200908;2;Terça-Feira;04/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;8;Agosto;3;5;200908;2;Quarta-Feira;05/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;8;Agosto;3;6;200908;2;Quinta-Feira;06/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;8;Agosto;3;7;200908;2;Sexta-Feira;07/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;8;Agosto;3;8;200908;2;Sábado;08/08/2009;200902;32;2;S2;3º TRI;Ago;W32/09;W2;Ago/09
2009;9;Setembro;3;6;200909;2;Domingo;06/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;9;Setembro;3;7;200909;2;Segunda-Feira;07/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;9;Setembro;3;8;200909;2;Terça-Feira;08/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;9;Setembro;3;9;200909;2;Quarta-Feira;09/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;9;Setembro;3;10;200909;2;Quinta-Feira;10/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;9;Setembro;3;11;200909;2;Sexta-Feira;11/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;9;Setembro;3;12;200909;2;Sábado;12/09/2009;200902;37;2;S2;3º TRI;Set;W37/09;W2;Set/09
2009;10;Outubro;4;4;200910;2;Domingo;04/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;10;Outubro;4;5;200910;2;Segunda-Feira;05/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;10;Outubro;4;6;200910;2;Terça-Feira;06/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;10;Outubro;4;7;200910;2;Quarta-Feira;07/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;10;Outubro;4;8;200910;2;Quinta-Feira;08/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;10;Outubro;4;9;200910;2;Sexta-Feira;09/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;10;Outubro;4;10;200910;2;Sábado;10/10/2009;200902;41;2;S2;4º TRI;Out;W41/09;W2;Out/09
2009;11;Novembro;4;8;200911;2;Domingo;08/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;11;Novembro;4;9;200911;2;Segunda-Feira;09/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;11;Novembro;4;10;200911;2;Terça-Feira;10/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;11;Novembro;4;11;200911;2;Quarta-Feira;11/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;11;Novembro;4;12;200911;2;Quinta-Feira;12/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;11;Novembro;4;13;200911;2;Sexta-Feira;13/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;11;Novembro;4;14;200911;2;Sábado;14/11/2009;200902;46;2;S2;4º TRI;Nov;W46/09;W2;Nov/09
2009;12;Dezembro;4;6;200912;2;Domingo;06/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;12;Dezembro;4;7;200912;2;Segunda-Feira;07/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;12;Dezembro;4;8;200912;2;Terça-Feira;08/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;12;Dezembro;4;9;200912;2;Quarta-Feira;09/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;12;Dezembro;4;10;200912;2;Quinta-Feira;10/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;12;Dezembro;4;11;200912;2;Sexta-Feira;11/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;12;Dezembro;4;12;200912;2;Sábado;12/12/2009;200902;50;2;S2;4º TRI;Dez;W50/09;W2;Dez/09
2009;1;Janeiro;1;11;200901;1;Domingo;11/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;1;Janeiro;1;12;200901;1;Segunda-Feira;12/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;1;Janeiro;1;13;200901;1;Terça-Feira;13/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;1;Janeiro;1;14;200901;1;Quarta-Feira;14/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;1;Janeiro;1;15;200901;1;Quinta-Feira;15/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;1;Janeiro;1;16;200901;1;Sexta-Feira;16/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;1;Janeiro;1;17;200901;1;Sábado;17/01/2009;200901;3;3;S1;1º TRI;Jan;W3/09;W3;Jan/09
2009;2;Fevereiro;1;15;200902;1;Domingo;15/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;2;Fevereiro;1;16;200902;1;Segunda-Feira;16/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;2;Fevereiro;1;17;200902;1;Terça-Feira;17/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;2;Fevereiro;1;18;200902;1;Quarta-Feira;18/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;2;Fevereiro;1;19;200902;1;Quinta-Feira;19/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;2;Fevereiro;1;20;200902;1;Sexta-Feira;20/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;2;Fevereiro;1;21;200902;1;Sábado;21/02/2009;200901;8;3;S1;1º TRI;Fev;W8/09;W3;Fev/09
2009;3;Março;1;15;200903;1;Domingo;15/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;3;Março;1;16;200903;1;Segunda-Feira;16/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;3;Março;1;17;200903;1;Terça-Feira;17/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;3;Março;1;18;200903;1;Quarta-Feira;18/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;3;Março;1;19;200903;1;Quinta-Feira;19/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;3;Março;1;20;200903;1;Sexta-Feira;20/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;3;Março;1;21;200903;1;Sábado;21/03/2009;200901;12;3;S1;1º TRI;Mar;W12/09;W3;Mar/09
2009;4;Abril;2;12;200904;1;Domingo;12/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;4;Abril;2;13;200904;1;Segunda-Feira;13/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;4;Abril;2;14;200904;1;Terça-Feira;14/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;4;Abril;2;15;200904;1;Quarta-Feira;15/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;4;Abril;2;16;200904;1;Quinta-Feira;16/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;4;Abril;2;17;200904;1;Sexta-Feira;17/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;4;Abril;2;18;200904;1;Sábado;18/04/2009;200901;16;3;S1;2º TRI;Abr;W16/09;W3;Abr/09
2009;5;Maio;2;10;200905;1;Domingo;10/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;5;Maio;2;11;200905;1;Segunda-Feira;11/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;5;Maio;2;12;200905;1;Terça-Feira;12/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;5;Maio;2;13;200905;1;Quarta-Feira;13/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;5;Maio;2;14;200905;1;Quinta-Feira;14/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;5;Maio;2;15;200905;1;Sexta-Feira;15/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;5;Maio;2;16;200905;1;Sábado;16/05/2009;200901;20;3;S1;2º TRI;Mai;W20/09;W3;Mai/09
2009;6;Junho;2;14;200906;1;Domingo;14/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;6;Junho;2;15;200906;1;Segunda-Feira;15/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;6;Junho;2;16;200906;1;Terça-Feira;16/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;6;Junho;2;17;200906;1;Quarta-Feira;17/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;6;Junho;2;18;200906;1;Quinta-Feira;18/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;6;Junho;2;19;200906;1;Sexta-Feira;19/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;6;Junho;2;20;200906;1;Sábado;20/06/2009;200901;25;3;S1;2º TRI;Jun;W25/09;W3;Jun/09
2009;7;Julho;3;12;200907;2;Domingo;12/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;7;Julho;3;13;200907;2;Segunda-Feira;13/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;7;Julho;3;14;200907;2;Terça-Feira;14/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;7;Julho;3;15;200907;2;Quarta-Feira;15/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;7;Julho;3;16;200907;2;Quinta-Feira;16/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;7;Julho;3;17;200907;2;Sexta-Feira;17/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;7;Julho;3;18;200907;2;Sábado;18/07/2009;200902;29;3;S2;3º TRI;Jul;W29/09;W3;Jul/09
2009;8;Agosto;3;9;200908;2;Domingo;09/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;8;Agosto;3;10;200908;2;Segunda-Feira;10/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;8;Agosto;3;11;200908;2;Terça-Feira;11/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;8;Agosto;3;12;200908;2;Quarta-Feira;12/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;8;Agosto;3;13;200908;2;Quinta-Feira;13/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;8;Agosto;3;14;200908;2;Sexta-Feira;14/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;8;Agosto;3;15;200908;2;Sábado;15/08/2009;200902;33;3;S2;3º TRI;Ago;W33/09;W3;Ago/09
2009;9;Setembro;3;13;200909;2;Domingo;13/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;9;Setembro;3;14;200909;2;Segunda-Feira;14/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;9;Setembro;3;15;200909;2;Terça-Feira;15/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;9;Setembro;3;16;200909;2;Quarta-Feira;16/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;9;Setembro;3;17;200909;2;Quinta-Feira;17/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;9;Setembro;3;18;200909;2;Sexta-Feira;18/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;9;Setembro;3;19;200909;2;Sábado;19/09/2009;200902;38;3;S2;3º TRI;Set;W38/09;W3;Set/09
2009;10;Outubro;4;11;200910;2;Domingo;11/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;10;Outubro;4;12;200910;2;Segunda-Feira;12/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;10;Outubro;4;13;200910;2;Terça-Feira;13/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;10;Outubro;4;14;200910;2;Quarta-Feira;14/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;10;Outubro;4;15;200910;2;Quinta-Feira;15/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;10;Outubro;4;16;200910;2;Sexta-Feira;16/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;10;Outubro;4;17;200910;2;Sábado;17/10/2009;200902;42;3;S2;4º TRI;Out;W42/09;W3;Out/09
2009;11;Novembro;4;15;200911;2;Domingo;15/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;11;Novembro;4;16;200911;2;Segunda-Feira;16/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;11;Novembro;4;17;200911;2;Terça-Feira;17/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;11;Novembro;4;18;200911;2;Quarta-Feira;18/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;11;Novembro;4;19;200911;2;Quinta-Feira;19/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;11;Novembro;4;20;200911;2;Sexta-Feira;20/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;11;Novembro;4;21;200911;2;Sábado;21/11/2009;200902;47;3;S2;4º TRI;Nov;W47/09;W3;Nov/09
2009;12;Dezembro;4;13;200912;2;Domingo;13/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2009;12;Dezembro;4;14;200912;2;Segunda-Feira;14/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2009;12;Dezembro;4;15;200912;2;Terça-Feira;15/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2009;12;Dezembro;4;16;200912;2;Quarta-Feira;16/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2009;12;Dezembro;4;17;200912;2;Quinta-Feira;17/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2009;12;Dezembro;4;18;200912;2;Sexta-Feira;18/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2009;12;Dezembro;4;19;200912;2;Sábado;19/12/2009;200902;51;3;S2;4º TRI;Dez;W51/09;W3;Dez/09
2008;1;Janeiro;1;13;200801;1;Domingo;13/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;1;Janeiro;1;14;200801;1;Segunda-Feira;14/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;1;Janeiro;1;15;200801;1;Terça-Feira;15/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;1;Janeiro;1;16;200801;1;Quarta-Feira;16/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;1;Janeiro;1;17;200801;1;Quinta-Feira;17/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;1;Janeiro;1;18;200801;1;Sexta-Feira;18/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;1;Janeiro;1;19;200801;1;Sábado;19/01/2008;200801;3;3;S1;1º TRI;Jan;W3/08;W3;Jan/08
2008;2;Fevereiro;1;10;200802;1;Domingo;10/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;2;Fevereiro;1;11;200802;1;Segunda-Feira;11/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;2;Fevereiro;1;12;200802;1;Terça-Feira;12/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;2;Fevereiro;1;13;200802;1;Quarta-Feira;13/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;2;Fevereiro;1;14;200802;1;Quinta-Feira;14/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;2;Fevereiro;1;15;200802;1;Sexta-Feira;15/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;2;Fevereiro;1;16;200802;1;Sábado;16/02/2008;200801;7;3;S1;1º TRI;Fev;W7/08;W3;Fev/08
2008;3;Março;1;9;200803;1;Domingo;09/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;3;Março;1;10;200803;1;Segunda-Feira;10/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;3;Março;1;11;200803;1;Terça-Feira;11/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;3;Março;1;12;200803;1;Quarta-Feira;12/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;3;Março;1;13;200803;1;Quinta-Feira;13/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;3;Março;1;14;200803;1;Sexta-Feira;14/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;3;Março;1;15;200803;1;Sábado;15/03/2008;200801;11;3;S1;1º TRI;Mar;W11/08;W3;Mar/08
2008;4;Abril;2;13;200804;1;Domingo;13/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;4;Abril;2;14;200804;1;Segunda-Feira;14/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;4;Abril;2;15;200804;1;Terça-Feira;15/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;4;Abril;2;16;200804;1;Quarta-Feira;16/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;4;Abril;2;17;200804;1;Quinta-Feira;17/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;4;Abril;2;18;200804;1;Sexta-Feira;18/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;4;Abril;2;19;200804;1;Sábado;19/04/2008;200801;16;3;S1;2º TRI;Abr;W16/08;W3;Abr/08
2008;5;Maio;2;11;200805;1;Domingo;11/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;5;Maio;2;12;200805;1;Segunda-Feira;12/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;5;Maio;2;13;200805;1;Terça-Feira;13/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;5;Maio;2;14;200805;1;Quarta-Feira;14/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;5;Maio;2;15;200805;1;Quinta-Feira;15/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;5;Maio;2;16;200805;1;Sexta-Feira;16/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;5;Maio;2;17;200805;1;Sábado;17/05/2008;200801;20;3;S1;2º TRI;Mai;W20/08;W3;Mai/08
2008;6;Junho;2;15;200806;1;Domingo;15/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;6;Junho;2;16;200806;1;Segunda-Feira;16/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;6;Junho;2;17;200806;1;Terça-Feira;17/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;6;Junho;2;18;200806;1;Quarta-Feira;18/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;6;Junho;2;19;200806;1;Quinta-Feira;19/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;6;Junho;2;20;200806;1;Sexta-Feira;20/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;6;Junho;2;21;200806;1;Sábado;21/06/2008;200801;25;3;S1;2º TRI;Jun;W25/08;W3;Jun/08
2008;7;Julho;3;13;200807;2;Domingo;13/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;7;Julho;3;14;200807;2;Segunda-Feira;14/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;7;Julho;3;15;200807;2;Terça-Feira;15/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;7;Julho;3;16;200807;2;Quarta-Feira;16/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;7;Julho;3;17;200807;2;Quinta-Feira;17/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;7;Julho;3;18;200807;2;Sexta-Feira;18/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;7;Julho;3;19;200807;2;Sábado;19/07/2008;200802;29;3;S2;3º TRI;Jul;W29/08;W3;Jul/08
2008;8;Agosto;3;10;200808;2;Domingo;10/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;8;Agosto;3;11;200808;2;Segunda-Feira;11/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;8;Agosto;3;12;200808;2;Terça-Feira;12/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;8;Agosto;3;13;200808;2;Quarta-Feira;13/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;8;Agosto;3;14;200808;2;Quinta-Feira;14/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;8;Agosto;3;15;200808;2;Sexta-Feira;15/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;8;Agosto;3;16;200808;2;Sábado;16/08/2008;200802;33;3;S2;3º TRI;Ago;W33/08;W3;Ago/08
2008;9;Setembro;3;14;200809;2;Domingo;14/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;9;Setembro;3;15;200809;2;Segunda-Feira;15/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;9;Setembro;3;16;200809;2;Terça-Feira;16/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;9;Setembro;3;17;200809;2;Quarta-Feira;17/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;9;Setembro;3;18;200809;2;Quinta-Feira;18/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;9;Setembro;3;19;200809;2;Sexta-Feira;19/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;9;Setembro;3;20;200809;2;Sábado;20/09/2008;200802;38;3;S2;3º TRI;Set;W38/08;W3;Set/08
2008;10;Outubro;4;12;200810;2;Domingo;12/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;10;Outubro;4;13;200810;2;Segunda-Feira;13/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;10;Outubro;4;14;200810;2;Terça-Feira;14/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;10;Outubro;4;15;200810;2;Quarta-Feira;15/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;10;Outubro;4;16;200810;2;Quinta-Feira;16/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;10;Outubro;4;17;200810;2;Sexta-Feira;17/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;10;Outubro;4;18;200810;2;Sábado;18/10/2008;200802;42;3;S2;4º TRI;Out;W42/08;W3;Out/08
2008;11;Novembro;4;9;200811;2;Domingo;09/11/2008;200802;46;3;S2;4º TRI;Nov;W46/08;W3;Nov/08
2008;11;Novembro;4;10;200811;2;Segunda-Feira;10/11/2008;200802;46;3;S2;4º TRI;Nov;W46/08;W3;Nov/08
2008;11;Novembro;4;11;200811;2;Terça-Feira;11/11/2008;200802;46;3;S2;4º TRI;Nov;W46/08;W3;Nov/08
2008;11;Novembro;4;12;200811;2;Quarta-Feira;12/11/2008;200802;46;3;S2;4º TRI;Nov;W46/08;W3;Nov/08
