IdVenda,Data,IdLoja,IdProduto,CustoUnitario,PrecoUnitario,QtdVenda,QtdDevolucao,VlrDevolucao,VlrDesconto,id_data,VlrVenda
1996024,23/04/2008,8,1023,86.68,188.5,10,0,0.0,0.0,612,1885.0
1287323,06/04/2008,8,2301,15.29,29.99,10,0,0.0,0.0,105,299.9
1674873,30/05/2008,8,2213,15.29,29.99,10,0,0.0,0.0,845,299.9
1611863,16/10/2008,8,2304,123.47,268.5,10,0,0.0,0.0,403,2685.0
1137901,04/10/2008,8,1444,105.77,230.0,10,0,0.0,0.0,1024,2300.0
1516567,14/05/2008,8,1385,10.57,22.99,10,0,0.0,0.0,367,229.89999999999998
1385769,30/05/2008,8,400,348.58,758.0,10,0,0.0,0.0,845,7580.0
1941502,10/06/2008,8,2031,220.64,665.94,10,0,0.0,0.0,121,6659.400000000001
1437304,16/05/2008,8,2043,220.64,665.94,10,0,0.0,0.0,369,6659.400000000001
1651598,26/10/2007,8,1577,72.56,219.0,10,0,0.0,0.0,572,2190.0
1353383,28/10/2008,8,316,111.65,219.0,10,0,0.0,0.0,866,2190.0
1516416,08/05/2008,8,2287,155.89,339.0,10,0,0.0,0.0,116,3390.0
1338860,07/04/2008,8,2038,91.97,199.99,10,0,0.0,0.0,106,1999.9
1909779,26/05/2008,8,2038,91.97,199.99,10,0,0.0,0.0,841,1999.9
1891006,11/10/2008,8,2360,101.96,199.99,10,0,0.0,0.0,153,1999.9
1744457,03/10/2007,8,2400,183.94,399.99,10,0,0.0,0.0,977,3999.9
1633895,01/05/2008,8,2393,183.94,399.99,10,0,0.0,0.0,998,3999.9
1931082,27/06/2008,8,2386,183.94,399.99,10,0,0.0,0.0,628,3999.9
1168377,03/06/2008,8,1508,137.96,300.0,10,0,0.0,0.0,1003,3000.0
1494376,09/06/2008,8,1508,137.96,300.0,10,0,0.0,0.0,120,3000.0
1124266,22/05/2008,8,1518,137.96,300.0,10,0,0.0,0.0,620,3000.0
1217312,07/10/2007,8,698,86.45,188.0,10,0,0.0,0.0,63,1880.0
1566778,17/10/2007,8,321,151.3,329.0,10,0,0.0,0.0,486,3290.0
1656420,28/10/2007,8,568,254.4,499.0,10,0,0.0,0.0,801,4990.0
1054002,16/10/2007,8,556,254.4,499.0,10,0,0.0,0.0,485,4990.0
1656073,14/05/2008,8,1500,65.77,129.0,10,0,0.0,0.0,367,1290.0
1819873,13/04/2008,8,470,65.77,129.0,10,0,0.0,0.0,357,1290.0
1431736,15/06/2008,8,856,59.32,129.0,10,0,0.0,0.0,371,1290.0
1252888,19/05/2008,8,731,59.32,129.0,10,0,0.0,0.0,617,1290.0
1942829,17/04/2008,8,1177,330.99,999.0,10,0,0.0,0.0,361,9990.0
1276814,24/10/2007,8,1226,330.99,999.0,10,0,0.0,0.0,570,9990.0
1323429,20/04/2008,8,226,152.44,299.0,10,0,0.0,0.0,609,2990.0
1724938,20/06/2008,8,629,99.06,299.0,10,0,0.0,0.0,376,2990.0
1438210,18/04/2008,8,594,137.5,299.0,10,0,0.0,0.0,362,2990.0
1913178,29/05/2008,8,567,116.75,229.0,10,0,0.0,0.0,844,2290.0
1541093,08/06/2008,8,393,275.46,599.0,10,0,0.0,0.0,119,5990.0
1857480,24/05/2008,8,2130,204.64,445.0,10,0,0.0,0.0,622,4450.0
1063246,07/06/2008,8,1033,88.79,268.0,10,0,0.0,0.0,1007,2680.0
1384541,15/10/2007,8,1033,88.79,268.0,10,0,0.0,0.0,484,2680.0
1606111,25/04/2008,8,1033,88.79,268.0,10,0,0.0,0.0,614,2680.0
1903614,19/05/2008,8,1941,226.71,493.0,10,0,0.0,0.0,617,4930.0
1974648,16/05/2008,8,1941,226.71,493.0,10,0,0.0,0.0,369,4930.0
1922958,23/10/2007,8,1971,226.71,493.0,10,0,0.0,0.0,569,4930.0
1144471,07/10/2007,8,2052,71.37,139.99,10,0,0.0,0.0,63,1399.9
1514663,07/10/2007,8,2058,71.37,139.99,10,0,0.0,0.0,63,1399.9
1314204,07/10/2008,8,1943,142.75,279.99,10,0,0.0,0.0,149,2799.9
2018142,24/04/2008,8,122,128.76,279.99,10,0,0.0,0.0,613,2799.9
1963060,16/10/2008,8,123,128.76,279.99,10,0,0.0,0.0,403,2799.9
1176767,11/05/2008,8,124,128.76,279.99,10,0,0.0,0.0,364,2799.9
1374303,18/04/2008,8,2294,210.72,635.99,10,0,0.0,0.0,362,6359.9
1616072,09/10/2007,8,2355,210.72,635.99,10,0,0.0,0.0,65,6359.9
1060969,09/10/2007,8,2193,105.76,229.99,10,0,0.0,0.0,65,2299.9
1798090,15/10/2007,8,2193,105.76,229.99,10,0,0.0,0.0,484,2299.9
1414391,10/10/2007,8,565,321.44,699.0,10,0,0.0,0.0,66,6990.0
1100752,30/10/2008,8,345,321.44,699.0,10,0,0.0,0.0,868,6990.0
1257375,30/05/2008,8,233,321.44,699.0,10,0,0.0,0.0,845,6990.0
1288694,26/04/2008,8,233,321.44,699.0,10,0,0.0,0.0,615,6990.0
1460299,03/10/2007,8,553,321.44,699.0,10,0,0.0,0.0,977,6990.0
1908949,12/10/2007,8,391,321.44,699.0,10,0,0.0,0.0,68,6990.0
1322831,24/05/2008,8,2051,82.77,179.99,10,0,0.0,0.0,622,1799.9
1098928,17/10/2007,8,1647,82.77,179.99,10,0,0.0,0.0,486,1799.9
1278494,21/10/2008,8,144,152.94,299.99,10,0,0.0,0.0,653,2999.9
1641334,18/06/2008,8,2380,152.94,299.99,10,0,0.0,0.0,374,2999.9
1733856,06/04/2008,8,1906,152.94,299.99,10,0,0.0,0.0,105,2999.9
1504391,08/04/2008,8,1960,152.94,299.99,10,0,0.0,0.0,107,2999.9
1267358,28/10/2007,8,1972,152.94,299.99,10,0,0.0,0.0,801,2999.9
2483294,11/06/2008,8,755,13.0,25.5,10,0,0.0,0.0,122,255.0
2894633,15/10/2008,8,943,21.41,41.99,10,0,0.0,0.0,402,419.90000000000003
2145079,13/05/2008,8,190,29.01,56.9,10,0,0.0,0.0,366,569.0
2167167,03/10/2007,8,1854,836.45,1818.9,10,0,0.0,0.0,977,18189.0
2264084,02/05/2008,8,173,45.83,89.9,10,0,0.0,0.0,999,899.0
2462214,18/05/2008,8,1222,219.74,431.0,10,0,0.0,0.0,616,4310.0
2572445,14/10/2008,8,3,7.4,14.52,10,0,0.0,0.0,401,145.2
2626772,12/04/2008,8,1245,85.65,168.0,10,0,0.0,0.0,111,1680.0
2414548,24/05/2008,8,13,35.72,77.68,10,0,0.0,0.0,622,776.8000000000001
2408696,22/05/2008,8,870,10.69,20.96,10,0,0.0,0.0,620,209.60000000000002
2487634,14/10/2008,8,906,38.74,75.99,10,0,0.0,0.0,401,759.9
2515362,15/04/2008,8,880,6.63,13.0,10,0,0.0,0.0,359,130.0
2330315,28/10/2008,8,1284,12.74,24.99,10,0,0.0,0.0,866,249.89999999999998
2685033,07/06/2008,8,1283,12.74,24.99,10,0,0.0,0.0,1007,249.89999999999998
3031080,06/05/2008,8,1403,21.82,47.44,10,0,0.0,0.0,114,474.4
3094903,21/05/2008,8,1370,21.82,47.44,10,0,0.0,0.0,619,474.4
2314514,03/05/2008,8,2469,15.8,30.99,10,0,0.0,0.0,1000,309.9
2685448,19/06/2008,8,1234,393.64,856.0,10,0,0.0,0.0,375,8560.0
2904613,19/10/2007,8,1241,393.64,856.0,10,0,0.0,0.0,488,8560.0
2617180,17/06/2008,8,344,186.6,366.0,10,0,0.0,0.0,373,3660.0
2642935,16/06/2008,8,150,392.6,1184.97,10,0,0.0,0.0,372,11849.7
2763537,08/04/2008,8,851,76.5,230.9,10,0,0.0,0.0,107,2309.0
2210600,03/10/2007,8,1228,536.74,1620.0,10,0,0.0,0.0,977,16200.0
3120723,04/05/2008,8,23,61.62,134.0,10,0,0.0,0.0,112,1340.0
2604694,14/10/2007,8,223,266.26,579.0,10,0,0.0,0.0,483,5790.0
2662176,25/04/2008,8,772,6.07,11.9,10,0,0.0,0.0,614,119.0
3124204,27/10/2007,8,1342,13.92,42.0,10,0,0.0,0.0,573,420.0
2782679,23/10/2007,8,1156,530.11,1600.0,10,0,0.0,0.0,569,16000.0
2583682,10/10/2007,8,1376,10.27,31.0,10,0,0.0,0.0,66,310.0
2887138,12/10/2007,8,1096,209.39,632.0,10,0,0.0,0.0,68,6320.0
2323914,30/04/2008,8,1256,10.19,19.99,10,0,0.0,0.0,839,199.89999999999998
2437812,22/04/2008,8,1255,10.19,19.99,10,0,0.0,0.0,611,199.89999999999998
2837623,04/06/2008,8,1253,10.19,19.99,10,0,0.0,0.0,1004,199.89999999999998
2995728,31/05/2008,8,2457,10.19,19.99,10,0,0.0,0.0,846,199.89999999999998
2565812,25/10/2007,8,1084,214.03,646.0,10,0,0.0,0.0,571,6460.0
2681092,19/10/2007,8,1183,503.61,1520.0,10,0,0.0,0.0,488,15200.0
2965445,12/10/2007,8,733,72.66,158.0,10,0,0.0,0.0,68,1580.0
2330112,09/06/2008,8,1239,80.55,158.0,10,0,0.0,0.0,120,1580.0
2696676,15/04/2008,8,1250,30.58,59.99,10,0,0.0,0.0,359,599.9
2952813,25/04/2008,8,385,166.2,326.0,10,0,0.0,0.0,614,3260.0
2679216,21/10/2007,8,668,67.6,147.0,10,0,0.0,0.0,567,1470.0
2994813,23/10/2007,8,668,67.6,147.0,10,0,0.0,0.0,569,1470.0
2322187,30/04/2008,8,779,20.34,39.9,10,0,0.0,0.0,839,399.0
2198019,30/06/2008,8,477,205.09,619.0,10,0,0.0,0.0,848,6190.0
2403602,16/10/2007,8,1542,151.76,330.0,10,0,0.0,0.0,485,3300.0
2437442,10/04/2008,8,1111,150.84,328.0,10,0,0.0,0.0,109,3280.0
2860543,22/10/2008,8,1147,301.21,655.0,10,0,0.0,0.0,654,6550.0
3080324,27/10/2008,8,1148,215.15,422.0,10,0,0.0,0.0,865,4220.0
2950086,17/06/2008,8,1104,141.47,427.0,10,0,0.0,0.0,373,4270.0
2335978,01/10/2007,8,1209,404.68,880.0,10,0,0.0,0.0,975,8800.0
2704312,10/06/2008,8,643,77.72,169.0,10,0,0.0,0.0,121,1690.0
2949221,18/10/2007,8,1151,209.03,410.0,10,0,0.0,0.0,487,4100.0
3041860,05/05/2008,8,330,157.54,309.0,10,0,0.0,0.0,113,3090.0
2154879,16/10/2008,8,1206,516.86,1560.0,10,0,0.0,0.0,403,15600.0
2627080,26/10/2007,8,1546,100.06,302.0,10,0,0.0,0.0,572,3020.0
2162777,21/10/2008,8,1522,125.9,380.0,10,0,0.0,0.0,653,3800.0
3003311,31/10/2008,8,328,132.05,259.0,10,0,0.0,0.0,869,2590.0
2455036,10/05/2008,8,517,271.35,819.0,10,0,0.0,0.0,118,8190.0
2212545,23/10/2008,8,863,23.45,50.99,10,0,0.0,0.0,655,509.90000000000003
2951082,03/04/2008,8,863,23.45,50.99,10,0,0.0,0.0,995,509.90000000000003
2437212,27/10/2008,8,1122,152.68,332.0,10,0,0.0,0.0,865,3320.0
3104752,03/06/2008,8,1446,132.9,289.0,10,0,0.0,0.0,1003,2890.0
3022082,18/10/2008,8,547,115.43,251.0,10,0,0.0,0.0,405,2510.0
2588098,30/06/2008,8,1547,117.27,255.0,10,0,0.0,0.0,848,2550.0
2506152,01/04/2008,8,467,63.92,139.0,10,0,0.0,0.0,993,1390.0
2185277,08/05/2008,8,585,70.87,139.0,10,0,0.0,0.0,116,1390.0
2299371,13/05/2008,8,534,70.87,139.0,10,0,0.0,0.0,366,1390.0
2669544,31/10/2008,8,561,70.87,139.0,10,0,0.0,0.0,869,1390.0
3087122,12/10/2008,8,632,70.87,139.0,10,0,0.0,0.0,399,1390.0
2280020,31/10/2007,8,756,13.75,29.9,10,0,0.0,0.0,804,299.0
2104530,05/05/2008,8,2163,66.23,129.9,10,0,0.0,0.0,113,1299.0
2260648,30/04/2008,8,2169,66.23,129.9,10,0,0.0,0.0,839,1299.0
2827694,11/04/2008,8,283,197.28,429.0,10,0,0.0,0.0,110,4290.0
2250531,24/10/2008,8,1613,56.08,109.99,10,0,0.0,0.0,656,1099.8999999999999
3025703,29/05/2008,8,38,99.14,299.23,10,0,0.0,0.0,844,2992.3
3140344,09/06/2008,8,37,99.14,299.23,10,0,0.0,0.0,120,2992.3
2531663,10/10/2007,8,1483,123.7,269.0,10,0,0.0,0.0,66,2690.0
2778795,22/10/2008,8,1473,123.7,269.0,10,0,0.0,0.0,654,2690.0
2318489,27/04/2008,8,730,62.54,136.0,10,0,0.0,0.0,836,1360.0
2781206,19/10/2007,8,50,91.95,199.95,10,0,0.0,0.0,488,1999.5
2174447,29/10/2008,8,497,50.47,99.0,10,0,0.0,0.0,867,990.0
2365847,21/05/2008,8,1225,331.32,1000.0,10,0,0.0,0.0,619,10000.0
3077300,19/10/2008,8,1456,138.42,301.0,10,0,0.0,0.0,651,3010.0
2314484,03/10/2007,8,1433,141.64,308.0,10,0,0.0,0.0,977,3080.0
2852658,02/05/2008,8,1531,128.88,389.0,10,0,0.0,0.0,999,3890.0
2887064,29/04/2008,8,1419,118.65,258.0,10,0,0.0,0.0,838,2580.0
2211830,01/06/2008,8,1438,133.36,290.0,10,0,0.0,0.0,1001,2900.0
2454889,16/06/2008,8,1969,1060.22,3199.99,10,0,0.0,0.0,372,31999.899999999998
2458650,14/05/2008,8,2332,40.76,79.95,10,0,0.0,0.0,367,799.5
2857222,12/06/2008,8,2220,40.76,79.95,10,0,0.0,0.0,123,799.5
3113544,29/06/2008,8,2212,40.76,79.95,10,0,0.0,0.0,847,799.5
2586135,25/04/2008,8,2054,48.43,94.99,10,0,0.0,0.0,614,949.9
3036102,23/04/2008,8,2066,48.43,94.99,10,0,0.0,0.0,612,949.9
2856357,23/06/2008,8,584,62.95,190.0,10,0,0.0,0.0,624,1900.0
2571577,06/10/2008,8,623,827.97,2499.0,10,0,0.0,0.0,148,24990.0
2628124,14/04/2008,8,662,78.19,236.0,10,0,0.0,0.0,358,2360.0
2520077,08/06/2008,8,1477,122.78,267.0,10,0,0.0,0.0,119,2670.0
2102140,27/06/2008,8,1064,207.74,627.0,10,0,0.0,0.0,628,6270.0
2678982,27/10/2007,8,1056,207.74,627.0,10,0,0.0,0.0,573,6270.0
3001917,15/06/2008,8,1132,207.74,627.0,10,0,0.0,0.0,371,6270.0
3112052,21/10/2008,8,1011,90.55,196.9,10,0,0.0,0.0,653,1969.0
2178505,18/10/2008,8,955,90.55,196.9,10,0,0.0,0.0,405,1969.0
2383158,24/05/2008,8,2100,488.7,1475.0,10,0,0.0,0.0,622,14750.0
2584752,25/04/2008,8,1077,188.19,568.0,10,0,0.0,0.0,614,5680.0
2295555,24/04/2008,8,1910,413.42,899.0,10,0,0.0,0.0,613,8990.0
3114246,29/06/2008,8,1934,413.42,899.0,10,0,0.0,0.0,847,8990.0
2666226,31/10/2007,8,1494,95.65,208.0,10,0,0.0,0.0,804,2080.0
2192613,22/05/2008,8,1504,95.65,208.0,10,0,0.0,0.0,620,2080.0
2840949,21/10/2007,8,1504,95.65,208.0,10,0,0.0,0.0,567,2080.0
2829963,28/04/2008,8,468,82.32,179.0,10,0,0.0,0.0,837,1790.0
2146174,02/10/2007,8,524,82.32,179.0,10,0,0.0,0.0,976,1790.0
2444908,28/10/2007,8,1022,84.84,184.5,10,0,0.0,0.0,801,1845.0
2689104,10/10/2007,8,1022,84.84,184.5,10,0,0.0,0.0,66,1845.0
2274904,18/05/2008,8,2103,258.99,508.0,10,0,0.0,0.0,616,5080.0
2353431,30/04/2008,8,2113,258.99,508.0,10,0,0.0,0.0,839,5080.0
2810049,26/04/2008,8,1601,73.57,159.99,10,0,0.0,0.0,615,1599.9
2893278,17/04/2008,8,2131,83.1,163.0,10,0,0.0,0.0,361,1630.0
2196411,08/10/2007,8,666,74.96,163.0,10,0,0.0,0.0,64,1630.0
2410967,20/05/2008,8,2250,61.17,119.99,10,0,0.0,0.0,618,1199.8999999999999
2475970,17/06/2008,8,2242,61.17,119.99,10,0,0.0,0.0,373,1199.8999999999999
3017244,13/04/2008,8,1321,13.33,28.99,10,0,0.0,0.0,357,289.9
2160882,08/10/2008,8,1365,13.33,28.99,10,0,0.0,0.0,150,289.9
2237917,15/10/2007,8,1638,6.39,13.89,10,0,0.0,0.0,484,138.9
2250109,18/10/2008,8,1593,6.39,13.89,10,0,0.0,0.0,405,138.9
2436145,21/05/2008,8,1103,164.63,358.0,10,0,0.0,0.0,619,3580.0
2777972,16/06/2008,8,1630,7.58,22.89,10,0,0.0,0.0,372,228.9
3019520,13/04/2008,8,1043,76.53,231.0,10,0,0.0,0.0,357,2310.0
3085697,26/06/2008,8,2049,220.64,665.94,10,0,0.0,0.0,627,6659.400000000001
2674040,19/10/2007,8,2025,220.64,665.94,10,0,0.0,0.0,488,6659.400000000001
3070759,20/10/2007,8,2037,220.64,665.94,10,0,0.0,0.0,489,6659.400000000001
2772370,27/10/2008,8,2019,220.64,665.94,10,0,0.0,0.0,865,6659.400000000001
2659425,26/04/2008,8,1037,86.68,188.5,10,0,0.0,0.0,615,1885.0
2643415,03/05/2008,8,1023,86.68,188.5,10,0,0.0,0.0,1000,1885.0
2961587,20/10/2007,8,953,86.68,188.5,10,0,0.0,0.0,489,1885.0
2553589,03/05/2008,8,2464,15.29,30.0,10,0,0.0,0.0,1000,300.0
2916006,14/04/2008,8,2464,15.29,30.0,10,0,0.0,0.0,358,300.0
2268941,15/05/2008,8,2261,15.29,29.99,10,0,0.0,0.0,368,299.9
2520351,29/10/2008,8,2452,15.29,29.99,10,0,0.0,0.0,867,299.9
2588903,21/04/2008,8,2301,15.29,29.99,10,0,0.0,0.0,610,299.9
2814535,07/05/2008,8,2237,15.29,29.99,10,0,0.0,0.0,115,299.9
3001505,06/10/2008,8,2341,15.29,29.99,10,0,0.0,0.0,148,299.9
3025866,25/10/2007,8,1479,142.56,310.0,10,0,0.0,0.0,571,3100.0
2177956,27/10/2007,8,1519,142.56,310.0,10,0,0.0,0.0,573,3100.0
3097725,11/05/2008,8,970,91.05,198.0,10,0,0.0,0.0,364,1980.0
2908066,09/10/2007,8,402,430.38,1299.0,10,0,0.0,0.0,65,12990.0
2283167,23/04/2008,8,660,73.12,159.0,10,0,0.0,0.0,612,1590.0
3004210,24/10/2007,8,1330,10.57,22.99,10,0,0.0,0.0,570,229.89999999999998
3100487,08/04/2008,8,1508,137.96,300.0,10,0,0.0,0.0,107,3000.0
2525517,22/10/2007,8,1460,137.96,300.0,10,0,0.0,0.0,568,3000.0
2614255,14/06/2008,8,412,195.24,382.95,10,0,0.0,0.0,125,3829.5
2862717,01/06/2008,8,392,195.24,382.95,10,0,0.0,0.0,1001,3829.5
2628829,16/10/2007,8,1444,105.77,230.0,10,0,0.0,0.0,485,2300.0
2856378,12/06/2008,8,1515,105.77,230.0,10,0,0.0,0.0,123,2300.0
2999373,22/10/2007,8,1356,16.55,35.99,10,0,0.0,0.0,568,359.90000000000003
2239663,04/05/2008,8,1334,16.55,35.99,10,0,0.0,0.0,112,359.90000000000003
2244723,29/10/2007,8,1141,144.52,436.2,10,0,0.0,0.0,802,4362.0
2643365,31/05/2008,8,1578,72.56,219.0,10,0,0.0,0.0,846,2190.0
2684839,09/10/2007,8,1578,72.56,219.0,10,0,0.0,0.0,65,2190.0
2505819,12/04/2008,8,2068,91.97,199.99,10,0,0.0,0.0,111,1999.9
2667434,07/06/2008,8,2038,91.97,199.99,10,0,0.0,0.0,1007,1999.9
3144846,26/10/2008,8,321,151.3,329.0,10,0,0.0,0.0,864,3290.0
2556489,26/10/2007,8,285,167.73,329.0,10,0,0.0,0.0,572,3290.0
2417312,22/04/2008,8,241,167.73,329.0,10,0,0.0,0.0,611,3290.0
2564776,20/04/2008,8,246,167.73,329.0,10,0,0.0,0.0,609,3290.0
2978494,05/10/2008,8,280,167.73,329.0,10,0,0.0,0.0,147,3290.0
2838139,12/10/2007,8,1650,96.08,289.99,10,0,0.0,0.0,68,2899.9
2104453,09/05/2008,8,602,459.4,999.0,10,0,0.0,0.0,117,9990.0
2743818,30/10/2007,8,602,459.4,999.0,10,0,0.0,0.0,803,9990.0
2620149,16/04/2008,8,342,275.46,599.0,10,0,0.0,0.0,360,5990.0
2280649,20/04/2008,8,683,59.32,129.0,10,0,0.0,0.0,609,1290.0
3059075,20/10/2008,8,240,152.44,299.0,10,0,0.0,0.0,652,2990.0
2601038,29/06/2008,8,310,152.44,299.0,10,0,0.0,0.0,847,2990.0
2991712,22/06/2008,8,1447,137.5,299.0,10,0,0.0,0.0,623,2990.0
2855157,31/10/2007,8,2154,204.64,445.0,10,0,0.0,0.0,804,4450.0
3141747,30/05/2008,8,1535,123.24,268.0,10,0,0.0,0.0,845,2680.0
2583495,19/10/2008,8,579,116.75,229.0,10,0,0.0,0.0,651,2290.0
3122079,09/04/2008,8,626,116.75,229.0,10,0,0.0,0.0,108,2290.0
3122794,07/10/2008,8,1953,226.71,493.0,10,0,0.0,0.0,149,4930.0
3031073,20/04/2008,8,1959,226.71,493.0,10,0,0.0,0.0,609,4930.0
3055021,15/10/2007,8,1977,226.71,493.0,10,0,0.0,0.0,484,4930.0
2783513,12/05/2008,8,1971,226.71,493.0,10,0,0.0,0.0,365,4930.0
2208742,14/06/2008,8,1937,142.75,279.99,10,0,0.0,0.0,125,2799.9
2243230,04/06/2008,8,1961,142.75,279.99,10,0,0.0,0.0,1004,2799.9
2598224,24/10/2008,8,122,128.76,279.99,10,0,0.0,0.0,656,2799.9
3121147,30/10/2007,8,1986,71.37,139.99,10,0,0.0,0.0,803,1399.9
2632040,31/10/2007,8,2016,71.37,139.99,10,0,0.0,0.0,804,1399.9
3032902,06/10/2007,8,2246,210.72,635.99,10,0,0.0,0.0,980,6359.9
2446942,13/10/2007,8,2302,210.72,635.99,10,0,0.0,0.0,69,6359.9
2700481,14/06/2008,8,2302,210.72,635.99,10,0,0.0,0.0,125,6359.9
3081339,23/10/2008,8,2334,210.72,635.99,10,0,0.0,0.0,655,6359.9
2635247,12/06/2008,8,2198,210.72,635.99,10,0,0.0,0.0,123,6359.9
2507510,27/05/2008,8,2265,105.76,229.99,10,0,0.0,0.0,842,2299.9
2159716,11/06/2008,8,2257,105.76,229.99,10,0,0.0,0.0,122,2299.9
2554174,28/05/2008,8,2281,105.76,229.99,10,0,0.0,0.0,843,2299.9
2563090,03/05/2008,8,2345,105.76,229.99,10,0,0.0,0.0,1000,2299.9
3010862,14/10/2007,8,2345,105.76,229.99,10,0,0.0,0.0,483,2299.9
2641546,10/10/2007,8,577,321.44,699.0,10,0,0.0,0.0,66,6990.0
2844321,14/04/2008,8,541,321.44,699.0,10,0,0.0,0.0,358,6990.0
2917688,29/04/2008,8,391,321.44,699.0,10,0,0.0,0.0,838,6990.0
2536399,09/05/2008,8,336,321.44,699.0,10,0,0.0,0.0,117,6990.0
2100835,23/06/2008,8,1612,82.77,179.99,10,0,0.0,0.0,624,1799.9
2738769,09/10/2007,8,2075,82.77,179.99,10,0,0.0,0.0,65,1799.9
3075553,12/04/2008,8,2352,152.94,299.99,10,0,0.0,0.0,111,2999.9
2563117,20/10/2008,8,1912,152.94,299.99,10,0,0.0,0.0,652,2999.9
2967505,11/10/2008,8,1930,152.94,299.99,10,0,0.0,0.0,153,2999.9
3051911,21/10/2007,8,2373,152.94,299.99,10,0,0.0,0.0,567,2999.9
2378869,31/10/2007,8,1924,152.94,299.99,10,0,0.0,0.0,804,2999.9
2979515,15/06/2008,8,1966,152.94,299.99,10,0,0.0,0.0,371,2999.9
3181404,20/10/2007,8,1554,137.04,298.0,10,0,0.0,0.0,489,2980.0
3189304,22/10/2008,8,16,50.56,109.95,10,0,0.0,0.0,654,1099.5
3196536,26/05/2008,8,1271,3.54,6.95,10,0,0.0,0.0,841,69.5
3206928,12/04/2008,8,2450,7.64,14.99,10,0,0.0,0.0,111,149.9
3210055,01/10/2008,8,258,224.87,489.0,10,0,0.0,0.0,1021,4890.0
3226234,31/10/2008,8,514,22.86,69.0,10,0,0.0,0.0,869,690.0
3226721,11/10/2008,8,605,152.08,459.0,10,0,0.0,0.0,153,4590.0
3260305,04/10/2008,8,1123,150.84,328.0,10,0,0.0,0.0,1024,3280.0
3265396,09/10/2008,8,245,224.87,489.0,10,0,0.0,0.0,151,4890.0
3288551,23/05/2008,8,932,28.04,55.0,10,0,0.0,0.0,621,550.0
3305254,07/05/2008,8,487,30.08,59.0,10,0,0.0,0.0,115,590.0
3312576,23/05/2008,8,736,54.26,118.0,10,0,0.0,0.0,621,1180.0
3313298,26/06/2008,8,1144,275.92,600.0,10,0,0.0,0.0,627,6000.0
3331678,01/06/2008,8,2455,10.19,19.99,10,0,0.0,0.0,1001,199.89999999999998
3331736,03/04/2008,8,1189,86.67,170.0,10,0,0.0,0.0,995,1700.0
3335442,09/04/2008,8,807,6.07,11.9,10,0,0.0,0.0,108,119.0
3378872,23/06/2008,8,1256,10.19,19.99,10,0,0.0,0.0,624,199.89999999999998
3381609,31/10/2008,8,289,243.27,529.0,10,0,0.0,0.0,869,5290.0
3310423,04/10/2008,8,275,101.46,199.0,10,0,0.0,0.0,1024,1990.0
3228130,15/10/2007,8,1193,260.28,566.0,10,0,0.0,0.0,484,5660.0
3392995,08/10/2007,8,864,23.45,50.99,10,0,0.0,0.0,64,509.90000000000003
3347436,05/05/2008,8,328,132.05,259.0,10,0,0.0,0.0,113,2590.0
3166553,10/06/2008,8,1179,324.69,980.0,10,0,0.0,0.0,121,9800.0
3298670,24/10/2008,8,2096,403.53,877.5,10,0,0.0,0.0,656,8775.0
3152458,03/10/2008,8,1358,18.39,39.99,10,0,0.0,0.0,1023,399.90000000000003
3155926,08/10/2008,8,1349,5.09,9.99,10,0,0.0,0.0,150,99.9
3344604,05/10/2008,8,710,55.64,121.0,10,0,0.0,0.0,147,1210.0
3319140,20/05/2008,8,319,287.92,869.0,10,0,0.0,0.0,618,8690.0
3157143,07/04/2008,8,2284,40.76,79.95,10,0,0.0,0.0,106,799.5
3202911,03/10/2007,8,810,9.17,19.95,10,0,0.0,0.0,977,199.5
3347281,07/04/2008,8,1298,11.5,25.0,10,0,0.0,0.0,106,250.0
3330046,09/10/2007,8,39,99.14,299.23,10,0,0.0,0.0,65,2992.3
3177414,16/05/2008,8,1395,7.81,16.99,10,0,0.0,0.0,369,169.89999999999998
3397151,19/10/2007,8,52,91.95,199.95,10,0,0.0,0.0,488,1999.5
3238836,16/06/2008,8,939,50.47,99.0,10,0,0.0,0.0,372,990.0
3328748,10/04/2008,8,2065,50.98,99.99,10,0,0.0,0.0,109,999.9
3318374,05/10/2008,8,983,90.55,196.9,10,0,0.0,0.0,147,1969.0
3170972,11/10/2007,8,1514,95.65,208.0,10,0,0.0,0.0,67,2080.0
3353711,15/10/2007,8,1582,8.27,17.99,10,0,0.0,0.0,484,179.89999999999998
3187597,28/10/2007,8,524,82.32,179.0,10,0,0.0,0.0,801,1790.0
3396894,29/04/2008,8,1636,5.82,12.66,10,0,0.0,0.0,838,126.6
3363760,23/06/2008,8,2210,61.17,119.99,10,0,0.0,0.0,624,1199.8999999999999
3394958,07/10/2007,8,1590,7.58,22.89,10,0,0.0,0.0,63,228.9
3170875,06/04/2008,8,2251,52.0,101.99,10,0,0.0,0.0,105,1019.9
3157025,03/10/2008,8,1061,194.82,588.0,10,0,0.0,0.0,1023,5880.0
3288864,13/10/2008,8,1946,413.42,899.0,10,0,0.0,0.0,400,8990.0
3229212,13/05/2008,8,2205,15.29,29.99,10,0,0.0,0.0,366,299.9
3372093,28/04/2008,8,2285,15.29,29.99,10,0,0.0,0.0,837,299.9
3359810,01/06/2008,8,1363,10.57,22.99,10,0,0.0,0.0,1001,229.89999999999998
3386622,04/10/2008,8,2264,123.47,268.5,10,0,0.0,0.0,1024,2685.0
