IdVenda,Data,IdLoja,IdProduto,CustoUnitario,PrecoUnitario,QtdVenda,QtdDevolucao,VlrDevolucao,VlrDesconto
3391671,21/06/2007,6,1956,"R$ 66,27","R$ 129,99",5,0,R$ 0,R$ 0
3309844,18/05/2007,6,2126,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
3175254,25/05/2007,6,1119,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
3335105,27/04/2008,6,1841,"R$ 509,32",R$ 999,5,0,R$ 0,R$ 0
3337332,12/10/2007,6,1070,"R$ 143,48",R$ 312,5,0,R$ 0,R$ 0
3217106,18/06/2007,6,772,"R$ 6,07","R$ 11,90",5,0,R$ 0,R$ 0
3158564,14/10/2007,6,1236,"R$ 95,85",R$ 188,5,0,R$ 0,R$ 0
3207257,21/06/2007,6,327,"R$ 142,24",R$ 279,5,0,R$ 0,R$ 0
3221953,30/05/2007,6,2448,"R$ 7,64","R$ 14,99",5,0,R$ 0,R$ 0
3292062,21/10/2007,6,816,"R$ 5,86","R$ 11,50",5,0,R$ 0,R$ 0
3341644,05/10/2007,6,873,"R$ 10,69","R$ 20,96",5,0,R$ 0,R$ 0
3347956,23/05/2007,6,197,"R$ 152,90","R$ 299,90",5,0,R$ 0,R$ 0
3166464,08/10/2007,6,1469,"R$ 91,97",R$ 200,5,0,R$ 0,R$ 0
3277061,16/10/2007,6,481,"R$ 63,92",R$ 139,5,0,R$ 0,R$ 0
128694,18/06/2007,1,2219,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
867272,27/06/2007,1,2291,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
320541,27/06/2007,1,2235,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
189171,22/04/2007,1,2299,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
602941,25/05/2007,1,2211,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
701912,06/06/2007,1,2211,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
738288,10/05/2007,1,2331,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
349699,18/05/2007,1,2267,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
529768,02/05/2007,1,2243,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
744389,05/10/2007,1,910,R$ 52,R$ 102,5,0,R$ 0,R$ 0
420012,26/10/2007,1,665,R$ 52,R$ 102,5,0,R$ 0,R$ 0
135780,20/06/2007,1,2341,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
692763,13/06/2007,1,2269,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
572350,06/10/2007,1,2330,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
730212,11/04/2007,1,2234,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
481029,28/06/2007,1,2306,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
558195,30/05/2007,1,2306,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
453445,30/05/2007,1,2210,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
708847,27/06/2007,1,2338,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
546129,03/04/2007,1,2250,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
462207,18/10/2007,1,2284,"R$ 40,76","R$ 79,95",5,0,R$ 0,R$ 0
992489,30/05/2007,1,2236,"R$ 40,76","R$ 79,95",5,0,R$ 0,R$ 0
668246,11/04/2007,1,2196,"R$ 40,76","R$ 79,95",5,0,R$ 0,R$ 0
832602,05/06/2007,1,2300,"R$ 40,76","R$ 79,95",5,0,R$ 0,R$ 0
1043123,15/05/2007,1,2017,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
168439,29/05/2007,1,2035,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
841365,24/04/2007,1,2035,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
287697,06/10/2007,1,2023,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
38630,30/06/2007,1,2071,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1009324,14/05/2007,1,2071,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
328786,12/05/2007,1,2029,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
693245,03/06/2007,1,2041,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
903612,12/05/2007,1,1987,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
999232,08/04/2007,1,2048,"R$ 48,43","R$ 94,99",5,0,R$ 0,R$ 0
38293,22/04/2007,1,2018,"R$ 48,43","R$ 94,99",5,0,R$ 0,R$ 0
743723,17/06/2007,1,1956,"R$ 66,27","R$ 129,99",5,0,R$ 0,R$ 0
110153,25/05/2007,1,1944,"R$ 66,27","R$ 129,99",5,0,R$ 0,R$ 0
554651,08/04/2007,1,2361,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
546782,15/04/2007,1,2368,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
1015090,18/04/2007,1,2375,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
118231,23/10/2007,1,2354,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
266011,19/04/2007,1,1874,"R$ 836,03",R$ 1.818,5,0,R$ 0,R$ 0
438850,22/04/2008,1,1879,"R$ 836,03",R$ 1.818,5,0,R$ 0,R$ 0
895274,12/10/2007,1,1885,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
992373,11/05/2007,1,1830,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
148598,22/04/2008,1,1880,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
530365,30/05/2007,1,1895,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
601165,29/06/2008,1,1845,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
76060,02/06/2008,1,1835,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
77377,21/04/2007,1,1835,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
782493,11/05/2007,1,1629,"R$ 5,09","R$ 9,99",5,0,R$ 0,R$ 0
339404,24/05/2007,1,2161,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
761794,05/04/2007,1,2179,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
206955,01/04/2007,1,2125,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
217106,28/06/2007,1,2163,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
1031106,07/06/2007,1,2181,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
933487,31/10/2007,1,2121,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
205379,28/05/2007,1,2133,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
890154,06/10/2007,1,2144,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
341366,20/06/2007,1,2174,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
193608,13/05/2007,1,536,"R$ 50,47",R$ 99,5,0,R$ 0,R$ 0
624320,14/06/2007,1,497,"R$ 50,47",R$ 99,5,0,R$ 0,R$ 0
592935,13/04/2007,1,1123,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
844070,25/10/2007,1,1123,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
978346,19/10/2007,1,1143,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
343,12/05/2007,1,1119,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
1033208,27/04/2007,1,1135,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
910309,17/10/2007,1,1139,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
265313,03/05/2007,1,2360,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
804074,31/05/2007,1,2409,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
745403,13/04/2007,1,2388,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
861219,29/05/2007,1,253,"R$ 152,44",R$ 299,5,0,R$ 0,R$ 0
459683,13/04/2007,1,240,"R$ 152,44",R$ 299,5,0,R$ 0,R$ 0
904772,18/04/2007,1,1317,"R$ 6,62","R$ 12,99",5,0,R$ 0,R$ 0
332481,28/10/2007,1,550,"R$ 55,57",R$ 109,5,0,R$ 0,R$ 0
443618,08/05/2007,1,550,"R$ 55,57",R$ 109,5,0,R$ 0,R$ 0
851212,22/05/2007,1,610,"R$ 55,57",R$ 109,5,0,R$ 0,R$ 0
674953,04/05/2007,1,1054,"R$ 143,48",R$ 312,5,0,R$ 0,R$ 0
465783,17/06/2007,1,2094,"R$ 131,28","R$ 257,50",5,0,R$ 0,R$ 0
993655,08/10/2008,1,1896,"R$ 509,32",R$ 999,5,0,R$ 0,R$ 0
288539,06/10/2007,1,1189,"R$ 86,67",R$ 170,5,0,R$ 0,R$ 0
794793,01/06/2007,1,759,"R$ 6,07","R$ 11,90",5,0,R$ 0,R$ 0
630629,15/06/2007,1,807,"R$ 6,07","R$ 11,90",5,0,R$ 0,R$ 0
1008472,24/10/2007,1,1855,"R$ 815,68","R$ 1.599,90",5,0,R$ 0,R$ 0
121262,25/04/2008,1,1859,"R$ 836,45","R$ 1.818,90",5,0,R$ 0,R$ 0
233107,24/06/2008,1,1849,"R$ 836,45","R$ 1.818,90",5,0,R$ 0,R$ 0
973090,31/10/2007,1,1854,"R$ 836,45","R$ 1.818,90",5,0,R$ 0,R$ 0
279681,08/10/2007,1,1248,"R$ 25,49","R$ 49,99",5,0,R$ 0,R$ 0
668948,26/10/2007,1,1030,"R$ 68,06",R$ 148,5,0,R$ 0,R$ 0
820867,01/05/2007,1,960,"R$ 68,06",R$ 148,5,0,R$ 0,R$ 0
878053,20/10/2007,1,960,"R$ 68,06",R$ 148,5,0,R$ 0,R$ 0
485397,21/04/2007,1,127,"R$ 73,11","R$ 143,40",5,0,R$ 0,R$ 0
705454,24/05/2007,1,96,"R$ 34,36","R$ 67,40",5,0,R$ 0,R$ 0
67461,28/10/2007,1,2443,"R$ 2,54","R$ 4,99",5,0,R$ 0,R$ 0
711806,02/05/2008,1,1838,"R$ 914,67",R$ 1.989,5,0,R$ 0,R$ 0
195565,10/04/2007,1,902,"R$ 22,43",R$ 44,5,0,R$ 0,R$ 0
72264,19/10/2007,1,901,"R$ 22,43",R$ 44,5,0,R$ 0,R$ 0
67086,31/10/2007,1,1457,"R$ 86,91",R$ 189,5,0,R$ 0,R$ 0
2486,23/05/2007,1,2427,"R$ 16,77","R$ 32,89",5,0,R$ 0,R$ 0
708278,27/06/2007,1,2428,"R$ 16,77","R$ 32,89",5,0,R$ 0,R$ 0
682634,20/04/2007,1,2430,"R$ 16,77","R$ 32,89",5,0,R$ 0,R$ 0
546511,08/05/2007,1,903,"R$ 38,74","R$ 75,99",5,0,R$ 0,R$ 0
575847,03/05/2007,1,845,"R$ 13,71","R$ 26,90",5,0,R$ 0,R$ 0
260577,07/06/2007,1,843,"R$ 13,71","R$ 26,90",5,0,R$ 0,R$ 0
496443,07/04/2007,1,842,"R$ 13,71","R$ 26,90",5,0,R$ 0,R$ 0
268779,28/04/2007,1,1283,"R$ 12,74","R$ 24,99",5,0,R$ 0,R$ 0
983407,12/06/2007,1,1311,"R$ 14,28",R$ 28,5,0,R$ 0,R$ 0
531480,11/10/2007,1,68,"R$ 13,10","R$ 25,69",5,0,R$ 0,R$ 0
626056,03/10/2007,1,487,"R$ 30,08",R$ 59,5,0,R$ 0,R$ 0
772721,22/05/2007,1,473,"R$ 30,08",R$ 59,5,0,R$ 0,R$ 0
111036,21/05/2007,1,2416,"R$ 34,03","R$ 73,99",5,0,R$ 0,R$ 0
368675,14/04/2007,1,2413,"R$ 18,78","R$ 36,83",5,0,R$ 0,R$ 0
253573,14/04/2007,1,1340,"R$ 7,23","R$ 14,19",5,0,R$ 0,R$ 0
113906,19/06/2007,1,836,"R$ 8,11","R$ 15,90",5,0,R$ 0,R$ 0
61475,05/04/2007,1,1260,"R$ 18,86","R$ 36,99",5,0,R$ 0,R$ 0
667483,01/10/2007,1,783,"R$ 6,88","R$ 13,50",5,0,R$ 0,R$ 0
266237,12/06/2007,1,943,"R$ 21,41","R$ 41,99",5,0,R$ 0,R$ 0
383884,13/06/2007,1,300,"R$ 111,65",R$ 219,5,0,R$ 0,R$ 0
545333,10/10/2007,1,300,"R$ 111,65",R$ 219,5,0,R$ 0,R$ 0
431849,26/04/2007,1,213,"R$ 152,90","R$ 299,90",5,0,R$ 0,R$ 0
608247,25/06/2007,1,197,"R$ 152,90","R$ 299,90",5,0,R$ 0,R$ 0
159611,12/10/2007,1,229,"R$ 152,90","R$ 299,90",5,0,R$ 0,R$ 0
834115,09/04/2007,1,817,"R$ 4,84","R$ 9,50",5,0,R$ 0,R$ 0
180062,17/05/2007,1,707,"R$ 46,39",R$ 91,5,0,R$ 0,R$ 0
755426,15/06/2007,1,707,"R$ 46,39",R$ 91,5,0,R$ 0,R$ 0
775551,28/06/2007,1,649,"R$ 46,39",R$ 91,5,0,R$ 0,R$ 0
772014,02/06/2007,1,296,"R$ 132,05",R$ 259,5,0,R$ 0,R$ 0
154250,11/06/2007,1,312,"R$ 132,05",R$ 259,5,0,R$ 0,R$ 0
183591,06/04/2007,1,831,"R$ 10,15","R$ 19,90",5,0,R$ 0,R$ 0
672796,07/04/2007,1,831,"R$ 10,15","R$ 19,90",5,0,R$ 0,R$ 0
142913,27/10/2007,1,761,"R$ 8,62","R$ 16,90",5,0,R$ 0,R$ 0
900020,18/04/2007,1,796,"R$ 8,62","R$ 16,90",5,0,R$ 0,R$ 0
958956,12/06/2007,1,2447,"R$ 7,64","R$ 14,99",5,0,R$ 0,R$ 0
62267,21/04/2007,1,177,"R$ 29,01","R$ 56,90",5,0,R$ 0,R$ 0
542327,29/05/2007,1,1245,"R$ 85,65",R$ 168,5,0,R$ 0,R$ 0
447309,06/04/2008,1,1848,"R$ 915,08","R$ 1.989,90",5,0,R$ 0,R$ 0
495008,16/05/2007,1,1377,"R$ 8,16",R$ 16,5,0,R$ 0,R$ 0
513596,08/05/2007,1,1106,"R$ 148,08",R$ 322,5,0,R$ 0,R$ 0
415303,26/05/2007,1,1078,"R$ 144,40",R$ 314,5,0,R$ 0,R$ 0
857974,12/06/2007,1,500,"R$ 22,86",R$ 69,5,0,R$ 0,R$ 0
569652,24/04/2007,1,1166,"R$ 84,12",R$ 165,5,0,R$ 0,R$ 0
925515,22/06/2007,1,1166,"R$ 84,12",R$ 165,5,0,R$ 0,R$ 0
616119,06/04/2007,1,1003,"R$ 75,88",R$ 165,5,0,R$ 0,R$ 0
1030078,22/05/2007,1,989,"R$ 75,88",R$ 165,5,0,R$ 0,R$ 0
120930,26/10/2007,1,131,"R$ 101,97",R$ 200,5,0,R$ 0,R$ 0
322201,14/04/2007,1,1441,"R$ 91,97",R$ 200,5,0,R$ 0,R$ 0
777895,14/10/2007,1,1441,"R$ 91,97",R$ 200,5,0,R$ 0,R$ 0
937607,12/05/2007,1,1469,"R$ 91,97",R$ 200,5,0,R$ 0,R$ 0
772677,30/06/2007,1,572,"R$ 87,37",R$ 190,5,0,R$ 0,R$ 0
374260,15/04/2007,1,1465,"R$ 91,51",R$ 199,5,0,R$ 0,R$ 0
755273,18/04/2007,1,1420,"R$ 91,51",R$ 199,5,0,R$ 0,R$ 0
74418,26/05/2007,1,275,"R$ 101,46",R$ 199,5,0,R$ 0,R$ 0
695971,17/06/2007,1,249,"R$ 101,46",R$ 199,5,0,R$ 0,R$ 0
913951,05/06/2007,1,315,"R$ 101,46",R$ 199,5,0,R$ 0,R$ 0
156880,11/04/2007,1,470,"R$ 65,77",R$ 129,5,0,R$ 0,R$ 0
288967,15/06/2007,1,470,"R$ 65,77",R$ 129,5,0,R$ 0,R$ 0
61526,04/05/2007,1,1510,"R$ 65,77",R$ 129,5,0,R$ 0,R$ 0
240164,26/06/2007,1,1014,"R$ 59,32",R$ 129,5,0,R$ 0,R$ 0
645021,31/05/2007,1,1014,"R$ 59,32",R$ 129,5,0,R$ 0,R$ 0
1190903,26/05/2007,1,2235,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
1444412,30/10/2007,1,2195,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
1214603,25/06/2007,1,2331,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
1705921,30/06/2007,1,2267,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
1875432,30/10/2007,1,2203,R$ 52,"R$ 101,99",5,0,R$ 0,R$ 0
1266725,10/05/2007,1,909,R$ 52,R$ 102,5,0,R$ 0,R$ 0
1356056,29/05/2007,1,909,R$ 52,R$ 102,5,0,R$ 0,R$ 0
1491118,29/04/2007,1,2463,"R$ 15,29",R$ 30,5,0,R$ 0,R$ 0
1369180,24/10/2007,1,2466,"R$ 15,29",R$ 30,5,0,R$ 0,R$ 0
1373985,20/10/2007,1,2293,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1168908,26/04/2007,1,2205,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1375082,29/06/2007,1,2325,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1695903,25/06/2007,1,2317,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1881257,23/06/2007,1,2411,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1224782,11/10/2007,1,2277,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1545420,03/04/2007,1,2277,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1121870,30/04/2007,1,2301,"R$ 15,29","R$ 29,99",5,0,R$ 0,R$ 0
1065870,10/06/2007,1,2282,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1922121,26/04/2007,1,2322,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1258378,07/04/2007,1,120,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1944026,15/05/2007,1,120,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1355150,12/10/2007,1,2338,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1655073,02/04/2007,1,2210,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1880933,25/06/2007,1,2330,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1467587,03/04/2007,1,2346,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1791322,14/06/2007,1,2218,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
2083528,22/10/2007,1,2194,"R$ 61,17","R$ 119,99",5,0,R$ 0,R$ 0
1613771,11/05/2007,1,2268,"R$ 40,76","R$ 79,95",5,0,R$ 0,R$ 0
1290258,25/10/2007,1,2005,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
2076794,12/04/2007,1,2005,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
2015433,17/05/2007,1,2059,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1646920,07/06/2007,1,2083,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1967196,30/10/2007,1,2083,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1441655,06/10/2007,1,1999,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1699549,11/06/2007,1,2023,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1801902,03/10/2007,1,2017,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1411048,02/05/2007,1,2011,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
2009457,20/04/2007,1,2011,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
2072352,25/06/2007,1,2029,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1793913,01/04/2007,1,2053,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
2009088,14/10/2007,1,2053,"R$ 50,98","R$ 99,99",5,0,R$ 0,R$ 0
1127985,29/10/2007,1,2060,"R$ 48,43","R$ 94,99",5,0,R$ 0,R$ 0
1406972,30/04/2007,1,1944,"R$ 66,27","R$ 129,99",5,0,R$ 0,R$ 0
1290941,28/04/2007,1,1914,"R$ 66,27","R$ 129,99",5,0,R$ 0,R$ 0
1965498,04/06/2007,1,2125,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
1551761,01/10/2007,1,2189,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
2018153,30/10/2007,1,2189,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
1154387,25/05/2007,1,2185,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
1991232,25/04/2007,1,2137,"R$ 83,10",R$ 163,5,0,R$ 0,R$ 0
1185822,11/06/2008,1,1890,"R$ 815,22",R$ 1.599,5,0,R$ 0,R$ 0
1124915,25/04/2007,1,1603,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
1222162,20/04/2007,1,2354,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
1684749,26/10/2007,1,1608,"R$ 56,08","R$ 109,99",5,0,R$ 0,R$ 0
1643144,07/05/2007,1,1869,"R$ 836,03",R$ 1.818,5,0,R$ 0,R$ 0
1344437,06/06/2007,1,2442,"R$ 5,09","R$ 9,99",5,0,R$ 0,R$ 0
2065305,02/10/2007,1,2439,"R$ 5,09","R$ 9,99",5,0,R$ 0,R$ 0
1842694,26/10/2007,1,525,"R$ 50,47",R$ 99,5,0,R$ 0,R$ 0
1229814,16/05/2007,1,511,"R$ 50,47",R$ 99,5,0,R$ 0,R$ 0
1472327,09/04/2007,1,2162,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
1682002,14/05/2007,1,2162,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
1914202,05/10/2007,1,2126,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
2082213,26/06/2007,1,2138,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
1999219,05/06/2007,1,2144,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
1292632,30/05/2007,1,2186,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
2013093,01/05/2007,1,2186,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
1847463,14/06/2007,1,2156,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
1424754,26/10/2007,1,2120,"R$ 75,96",R$ 149,5,0,R$ 0,R$ 0
2029492,26/05/2007,1,2139,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
1947497,07/04/2007,1,2163,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
2070663,09/04/2007,1,2127,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
2090745,25/10/2007,1,2187,"R$ 66,23","R$ 129,90",5,0,R$ 0,R$ 0
1421570,30/05/2007,1,2353,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
1522177,13/04/2007,1,2367,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
1971490,09/05/2007,1,2374,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
1772632,06/05/2007,1,2409,"R$ 101,96","R$ 199,99",5,0,R$ 0,R$ 0
1904055,19/04/2007,1,253,"R$ 152,44",R$ 299,5,0,R$ 0,R$ 0
1761259,06/05/2007,1,240,"R$ 152,44",R$ 299,5,0,R$ 0,R$ 0
1685658,19/05/2007,1,808,"R$ 6,60","R$ 12,95",5,0,R$ 0,R$ 0
1979257,18/06/2007,1,1,"R$ 6,62","R$ 12,99",5,0,R$ 0,R$ 0
1460392,19/10/2007,1,1383,"R$ 6,62","R$ 12,99",5,0,R$ 0,R$ 0
1853650,29/06/2007,1,1383,"R$ 6,62","R$ 12,99",5,0,R$ 0,R$ 0
1970690,14/05/2007,1,1317,"R$ 6,62","R$ 12,99",5,0,R$ 0,R$ 0
1829419,11/05/2007,1,1251,"R$ 30,58","R$ 59,99",5,0,R$ 0,R$ 0
1406910,18/05/2007,1,598,"R$ 55,57",R$ 109,5,0,R$ 0,R$ 0
1432824,15/05/2007,1,1111,"R$ 150,84",R$ 328,5,0,R$ 0,R$ 0
1170030,03/06/2007,1,807,"R$ 6,07","R$ 11,90",5,0,R$ 0,R$ 0
2065337,17/06/2007,1,1862,"R$ 878,96","R$ 2.652,90",5,0,R$ 0,R$ 0
1103318,13/05/2007,1,1074,"R$ 143,48",R$ 312,5,0,R$ 0,R$ 0
1669678,08/10/2007,1,1046,"R$ 143,48",R$ 312,5,0,R$ 0,R$ 0
1739800,29/06/2007,1,1046,"R$ 143,48",R$ 312,5,0,R$ 0,R$ 0
1866236,02/10/2007,1,888,"R$ 25,49",R$ 50,5,0,R$ 0,R$ 0
1431501,02/06/2007,1,1247,"R$ 25,49","R$ 49,99",5,0,R$ 0,R$ 0
1650256,04/10/2007,1,1248,"R$ 25,49","R$ 49,99",5,0,R$ 0,R$ 0
1450139,20/06/2007,1,702,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1653706,20/05/2007,1,702,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1541994,07/05/2007,1,677,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1636885,01/04/2007,1,677,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1526425,06/05/2007,1,648,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1803318,01/06/2007,1,648,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1895023,16/06/2007,1,648,"R$ 40,28",R$ 79,5,0,R$ 0,R$ 0
1945241,24/04/2007,1,2468,"R$ 15,80","R$ 30,99",5,0,R$ 0,R$ 0
1643783,02/04/2007,1,2467,"R$ 15,80","R$ 30,99",5,0,R$ 0,R$ 0
1888397,04/04/2007,1,1850,"R$ 815,68","R$ 1.599,90",5,0,R$ 0,R$ 0
1735971,02/04/2007,1,2089,"R$ 131,28","R$ 257,50",5,0,R$ 0,R$ 0
1449075,13/05/2007,1,2114,"R$ 131,28","R$ 257,50",5,0,R$ 0,R$ 0
1480117,15/06/2007,1,2099,"R$ 131,28","R$ 257,50",5,0,R$ 0,R$ 0
1979193,25/05/2007,1,2109,"R$ 131,28","R$ 257,50",5,0,R$ 0,R$ 0
1331517,19/10/2007,1,946,"R$ 68,06",R$ 148,5,0,R$ 0,R$ 0
1846506,12/05/2007,1,988,"R$ 68,06",R$ 148,5,0,R$ 0,R$ 0
1987847,11/10/2007,1,974,"R$ 68,06",R$ 148,5,0,R$ 0,R$ 0
1222919,13/06/2007,1,96,"R$ 34,36","R$ 67,40",5,0,R$ 0,R$ 0
1069816,16/10/2008,1,1878,"R$ 914,67",R$ 1.989,5,0,R$ 0,R$ 0
1226468,17/04/2008,1,1883,"R$ 914,67",R$ 1.989,5,0,R$ 0,R$ 0
1152615,26/05/2007,1,882,"R$ 6,63",R$ 13,5,0,R$ 0,R$ 0
1351370,28/05/2007,1,880,"R$ 6,63",R$ 13,5,0,R$ 0,R$ 0
1817325,16/05/2007,1,895,"R$ 21,28","R$ 41,73",5,0,R$ 0,R$ 0
1774516,23/05/2007,1,68,"R$ 13,10","R$ 25,69",5,0,R$ 0,R$ 0
2068911,16/10/2007,1,68,"R$ 13,10","R$ 25,69",5,0,R$ 0,R$ 0
1630665,26/04/2007,1,1285,"R$ 12,74","R$ 24,99",5,0,R$ 0,R$ 0
1459401,23/05/2007,1,128,"R$ 73,11","R$ 143,40",5,0,R$ 0,R$ 0
1348538,31/10/2007,1,901,"R$ 22,43",R$ 44,5,0,R$ 0,R$ 0
